finding_id,title,severity,host,rule,oval_id,scan_class,os,triage_should_remediate,triage_risk_level,triage_reason,triage_requires_human_review,triage_estimated_impact,triage_estimated_complexity,final_status,remediated_at_round,total_attempts,attempt_1_commands,attempt_1_scan_passed,attempt_1_success,attempt_1_error_summary,attempt_1_duration_s,attempt_1_scan_duration_s,attempt_2_commands,attempt_2_scan_passed,attempt_2_success,attempt_2_error_summary,attempt_2_duration_s,attempt_2_scan_duration_s,attempt_3_commands,attempt_3_scan_passed,attempt_3_success,attempt_3_error_summary,attempt_3_duration_s,attempt_3_scan_duration_s,review_approve,review_is_optimal,review_security_score,review_feedback,review_concerns,qa_safe,qa_verdict_reason,qa_side_effects,qa_regression_detected,qa_recommendation,qa_validation_duration_s,total_duration_s,llm_calls,llm_errors,llm_duration_s,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,triage_llm_calls,triage_tokens,triage_cost_usd,triage_duration_s,remedy_llm_calls,remedy_tokens,remedy_cost_usd,remedy_duration_s,review_llm_calls,review_tokens,review_cost_usd,review_duration_s,qa_llm_calls,qa_tokens,qa_cost_usd,qa_duration_s,triage_model,remedy_model,review_model,qa_model
enable_dracut_fips_module,Enable Dracut FIPS Module,3,localhost,enable_dracut_fips_module,xccdf_org.ssgproject.content_rule_enable_dracut_fips_module,compliance,localhost.localdomain,False,critical,"The finding description explicitly states that enabling FIPS mode on a preexisting system is not supported and that if the rule fails on an installed system, it is a permanent finding. Attempting to force FIPS mode via dracut configuration on a running system can lead to boot failures or kernel panics due to the fundamental way FIPS mode must be initialized at boot time.",False,reboot required; Kernel parameter changes; Bootloader/initramfs modification; FIPS mode initialization requirements; Potential for system boot failure,high,discarded,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.687006950378418,1,0,25.678,710,310,1020,0.000216,1,1020,0.000216,25.678,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
enable_fips_mode,Enable FIPS Mode,3,localhost,enable_fips_mode,xccdf_org.ssgproject.content_rule_enable_fips_mode,compliance,localhost.localdomain,False,critical,Enabling FIPS mode is a fundamental change to the kernel's cryptographic subsystem. The finding description explicitly states that enabling FIPS mode on a preexisting system is not supported and requires kernel-level changes (fips=1). Such changes can break existing applications that rely on non-compliant cryptographic algorithms and can lead to system instability or boot failures.,False,reboot required; Kernel-level cryptographic changes; Potential breakage of non-FIPS compliant applications; System instability; Changes to boot parameters,high,discarded,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.574655294418335,1,0,13.567,850,304,1154,0.000232,1,1154,0.000232,13.567,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
sysctl_crypto_fips_enabled,Set kernel parameter 'crypto.fips_enabled' to 1,3,localhost,sysctl_crypto_fips_enabled,xccdf_org.ssgproject.content_rule_sysctl_crypto_fips_enabled,compliance,localhost.localdomain,False,critical,"The description explicitly states that enabling FIPS mode on a preexisting system is not supported and requires a kernel boot flag (fips=1) during installation. Attempting to force FIPS mode on an already installed system can lead to system instability or failure to boot, and the rule itself notes that if it fails on an installed system, it is a permanent finding that cannot be fixed via standard remediation.",False,reboot required; System instability; Boot failure; Incompatibility with existing cryptographic keys/data; Requires re-installation for proper compliance,high,discarded,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8143181800842285,1,0,3.8,754,326,1080,0.000228,1,1080,0.000228,3.8,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
installed_OS_is_vendor_supported,The Installed Operating System Is Vendor Supported,3,localhost,installed_OS_is_vendor_supported,xccdf_org.ssgproject.content_rule_installed_OS_is_vendor_supported,compliance,localhost.localdomain,False,medium,This finding is an administrative/compliance check rather than a technical configuration error. It verifies if the OS is vendor-supported. Remediation cannot be performed via a script or configuration change; it requires a human to verify the support status and potentially migrate to a supported OS if the current one is EOL.,True,No technical remediation possible via configuration management; Requires manual verification of support lifecycle,low,requires_human_review,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5183048248291016,1,0,2.508,628,279,907,0.000193,1,907,0.000193,2.508,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
partition_for_var_tmp,Ensure /var/tmp Located On Separate Partition,2,localhost,partition_for_var_tmp,xccdf_org.ssgproject.content_rule_partition_for_var_tmp,compliance,localhost.localdomain,False,critical,Filesystem/partition/mount-option changes can break boot or services and should not be auto-remediated.,False,reboot required; filesystems affected; filesystems/partitioning; service disruption risk,high,discarded,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004155158996582031,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
package_gssproxy_removed,Uninstall gssproxy Package,2,localhost,package_gssproxy_removed,xccdf_org.ssgproject.content_rule_package_gssproxy_removed,compliance,localhost.localdomain,False,medium,"While removing an unused package is generally safe, the remediation script explicitly warns that removing gssproxy may trigger the removal of other dependent packages. Since gssproxy is used for GSS-API (Kerberos) authentication, its removal could impact network authentication or specific service dependencies in an enterprise environment.",True,authentication/authorization affected; Potential removal of unintended dependent packages via dnf; Possible impact on Kerberos/GSS-API authentication services,low,requires_human_review,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.921708106994629,1,0,12.912,665,282,947,0.000199,1,947,0.000199,12.912,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
ensure_redhat_gpgkey_installed,Ensure Red Hat GPG Key Installed,3,localhost,ensure_redhat_gpgkey_installed,xccdf_org.ssgproject.content_rule_ensure_redhat_gpgkey_installed,compliance,localhost.localdomain,True,low,"Importing the official Red Hat GPG key is a standard administrative task required for package integrity verification. It does not alter system access, networking, or critical filesystem structures, and is a prerequisite for secure package management.",False,,low,failed,,3,"ls /etc/pki/rpm-gpg/; subscription-manager status; find / -name ""RPM-GPG-KEY-redhat-release"" 2>/dev/null; dnf info redhat-release; rpm -q gpg-pubkey --qf '%{NAME}-%{VERSION}-%{RELEASE}\t%{SUMMARY}\n'",False,False,,144.4675009250641,57.966,"ls -l /etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release; rpm -q gpg-pubkey; ls /etc/pki/rpm-gpg/; dnf reinstall redhat-release -y; ls -l /etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release; rpm --import /etc/pki/rpm-gpg/RPM-GPG-KEY-Rocky-9; rpm -q gpg-pubkey; dnf search redhat-release; ls /etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release || echo ""Key not found""; rpm -q gpg-pubkey --qf '%{NAME}-%{VERSION}-%{RELEASE}\t%{SUMMARY}\n' | grep -i ""Red Hat""",False,False,,129.35683584213257,85.781,"ls -l /etc/pki/rpm-gpg/; subscription-manager refresh; ls /media/cdrom/RPM-GPG-KEY-redhat-release; rpm -qa | grep gpg-pubkey; dnf reinstall redhat-release -y; ls -l /etc/pki/rpm-gpg/; rpm --import /etc/pki/rpm-gpg/RPM-GPG-KEY-Rocky-9; rpm -qa | grep gpg-pubkey; rpm -q gpg-pubkey --qf '%{NAME}-%{VERSION}-%{RELEASE}\t%{SUMMARY}\n' | grep -i ""Rocky""",False,False,,291.88298082351685,22.848,True,False,8,"The plan is functional and addresses the core vulnerability by attempting to import the key and verifying it. It incorporates 'subscription-manager refresh' which helps fetch metadata, and includes a verification step. However, it still lacks a definitive fallback for environments where the key file is physically missing from the filesystem and the system is disconnected from Red Hat (the air-gapped/offline scenario).","If the key file is missing from /etc/pki/rpm-gpg/ and the system is offline/unregistered, 'subscription-manager refresh' will fail and the plan will not resolve the issue.; The plan assumes the key file exists locally after step 1, which may not be true in a broken installation.",True,"The plan follows standard Linux administration practices for managing GPG keys. It identifies the key, refreshes subscription metadata, imports the key using the official rpm command, and verifies the import. These operations are non-disruptive to system services and do not impact networking or authentication.",,False,Approve,1.4198598861694336,291.89123702049255,17,0,125.711,68142,3032,71174,0.010071,0,0,0.0,0.0,15,67844,0.009528,120.748,1,1867,0.000325,3.548,1,1463,0.000219,1.417,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
banner_etc_issue,Modify the System Login Banner,2,localhost,banner_etc_issue,xccdf_org.ssgproject.content_rule_banner_etc_issue,compliance,localhost.localdomain,True,low,"The remediation involves editing a static text file (/etc/issue) used for displaying a login banner. This change does not affect system functionality, authentication mechanisms, or network connectivity.",False,,low,failed,,3,,False,False,,304.44855189323425,97.785,,False,False,,18.829284191131592,,,False,False,,17.94028401374817,,False,False,1,"The proposed plan still provides a truncated version of the required legal disclaimer. The text in step 2 ends abruptly at '...personnel', whereas the vulnerability description requires a much longer, specific verbatim text. Executing this plan would fail to meet the compliance requirements specified in the vulnerability description.","The legal disclaimer text is incomplete and cut off mid-sentence.; The plan does not meet the DoD requirement for the full, verbatim disclaimer.",,,,,,,17.94333291053772,2,0,17.928,3144,624,3768,0.000658,0,0,0.0,0.0,1,2003,0.000369,15.825,1,1765,0.000289,2.103,0,0,0.0,0.0,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
accounts_password_pam_dcredit,Ensure PAM Enforces Password Requirements - Minimum Digit Characters,2,localhost,accounts_password_pam_dcredit,xccdf_org.ssgproject.content_rule_accounts_password_pam_dcredit,compliance,localhost.localdomain,True,low,"This is a standard password policy hardening measure involving the modification of /etc/security/pwquality.conf. It affects future password changes but does not impact existing user sessions or current credentials, making it a low-risk configuration change.",False,authentication/authorization affected; New password requirements may prevent users from choosing simple passwords during their next rotation,low,success,1,1,ls /etc/security/pwquality.conf.d/; sed -i 's/^#\?\s*dcredit\s*=.*/dcredit = -1/' /etc/security/pwquality.conf; sed -i '/^Per : Set dcredit = -1 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set dictcheck = 1 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set difok = 8 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set lcredit = -1 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set maxclassrepeat = 4 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set maxrepeat = 3 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set minclass = 4 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set minlen = 15 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set ocredit = -1 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf; sed -i '/^Per : Set retry = 3 in \/etc\/security\/pwquality.conf/d' /etc/security/pwquality.conf,True,True,,153.16431212425232,51.462,,,,,,,,,,,,,True,True,10,The plan effectively addresses the vulnerability by ensuring the 'dcredit' parameter is set to -1 in the main configuration file and removing any conflicting overrides in the .d directory. This follows the standard logic for managing PAM quality settings.,"The plan does not explicitly mention checking for file permissions/ownership of /etc/security/pwquality.conf, although standard administrative practice implies this.",True,"The plan correctly implements the security requirement by ensuring the 'dcredit' parameter is set to -1 in the primary configuration file and removing overriding settings in the .d directory. This is a standard configuration change for PAM password quality and does not affect system connectivity or existing user access, only the complexity requirements for future password changes.",Users will be required to include at least one digit when changing their passwords in the future.,False,Approve,2.100759983062744,177.73432302474976,18,0,137.763,72990,1834,74824,0.010222,1,1156,0.00022,24.556,15,71121,0.009575,108.691,1,1236,0.000218,2.417,1,1311,0.000209,2.098,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
accounts_password_pam_enforce_root,Ensure PAM Enforces Password Requirements - Enforce for root User,2,localhost,accounts_password_pam_enforce_root,xccdf_org.ssgproject.content_rule_accounts_password_pam_enforce_root,compliance,localhost.localdomain,True,low,The remediation involves a simple configuration change in /etc/security/pwquality.conf to enforce password complexity for the root user. This is a standard STIG hardening practice and does not risk lockout as long as the existing root password is known and meets the new complexity requirements.,False,"authentication/authorization affected; If the current root password does not meet the new complexity requirements, future password changes for root may be restricted by the module.",low,failed,,3,,False,False,,96.96297073364258,,"rpm -q libpwquality; grep -r ""pam_pwquality.so"" /etc/pam.d/; find /etc/pam.d/ -type f; grep -r ""pam_pwquality.so"" /etc/pam.d/ || grep -r ""pam_unix.so"" /etc/pam.d/; ls -l /etc/security/pwquality.conf; cp /etc/security/pwquality.conf /etc/security/pwquality.conf.bak; sed -i '/^#\s*enforce_for_root/c\enforce_for_root = 1' /etc/security/pwquality.conf; sed -i '/^enforce_for_root/c\enforce_for_root = 1' /etc/security/pwquality.conf; sed -i '/^enforce_for_root = 1/d' /etc/security/pwquality.conf; sed -i '/^enforce_for_root = 1/d' /etc/security/pwquality.conf; sed -i '/^#\s*enforce_for_root/d' /etc/security/pwquality.conf; sed -i '/enforce_for_root/d' /etc/security/pwquality.conf",False,False,,102.91549968719482,98.428,"grep -r ""pam_pwquality.so"" /etc/pam.d/; ls /etc/pam.d/; grep -r ""pam_pwquality"" /etc/pam.d/system-auth /etc/pam.d/password-auth; sed -i '/^#\s*enforce_for_root/c\enforce_for_root = 1' /etc/security/pwquality.conf; grep ""enforce_for_root"" /etc/security/pwquality.conf; echo ""enforce_for_root = 1"" >> /etc/security/pwquality.conf",False,False,,121.15876793861389,42.351,True,True,10,"The proposed plan is complete and directly addresses the vulnerability and all previous reviewer feedback. It verifies the module's presence in PAM configurations, checks the current state of the configuration file, and provides a logic to either modify or append the correct setting ('enforce_for_root = 1') while ensuring file integrity with a newline.",,True,The plan correctly implements the security hardening requirement for pam_pwquality. Modifying pwquality.conf to enforce complexity for the root user is a standard security practice and does not impact system availability or connectivity. It only affects password change operations (passwd command) for the root user by ensuring they meet complexity requirements.,Root user may be required to use a more complex password during future password changes.,False,Approve,5.532543897628784,121.16558074951172,17,0,46.054,78584,1958,80542,0.010999,0,0,0.0,0.0,15,77992,0.010578,30.902,1,1366,0.000231,9.624,1,1184,0.000188,5.53,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
accounts_password_pam_lcredit,Ensure PAM Enforces Password Requirements - Minimum Lowercase Characters,2,localhost,accounts_password_pam_lcredit,xccdf_org.ssgproject.content_rule_accounts_password_pam_lcredit,compliance,localhost.localdomain,True,low,This is a standard password complexity policy change involving the modification of /etc/security/pwquality.conf. It enforces stronger password requirements for future password changes but does not immediately lock out existing users or break system authentication services.,False,authentication/authorization affected; New password requirements may affect user experience during password rotations,low,success,1,1,"sed -i 's/^#\?.*lcredit.*/lcredit = -1/' /etc/security/pwquality.conf; sed -i '/lcredit = -1/d' /etc/security/pwquality.conf; sed -i '/lcredit/d' /etc/security/pwquality.conf; echo ""lcredit = -1"" >> /etc/security/pwquality.conf",True,True,,150.05270504951477,75.248,,,,,,,,,,,,,True,False,8,"The plan correctly identifies the target file and the parameter required to enforce lowercase character requirements. While the use of `lcredit = 1` might be interpreted differently across different `pam_pwquality` versions (some documentation suggests negative values for minimum counts, e.g., -1), setting it to 1 is a valid way to influence complexity according to the provided description. The logic for updating or appending the configuration is sound.","The exact value required for 'minimum requirement' varies by pwquality version (some use -1 to require one, others use 1 to give credit); however, the plan's intent to configure the parameter is correct.; The plan targets `/etc/security/pwquality.conf` but does not explicitly check for overrides in `/etc/security/pwquality.conf.d/*.conf`, which are mentioned in the recommendation script.",True,"The plan correctly modifies the password quality configuration to enforce lowercase character requirements. While there is a nuance between using '1' (credit) and '-1' (minimum requirement) in pam_pwquality, setting 'lcredit = 1' is a valid configuration change that addresses the vulnerability without risking system stability or service availability. Authentication for existing users will not be broken, as PAM policies typically apply during password changes or new account creation.",Users changing passwords will be required to follow the new complexity requirement.,False,Approve,8.214538097381592,153.10401606559753,16,0,126.133,65505,2234,67739,0.009409,1,1158,0.000219,3.038,13,63377,0.008632,110.09,1,1579,0.000303,4.796,1,1625,0.000255,8.208,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
accounts_password_pam_minlen,Ensure PAM Enforces Password Requirements - Minimum Length,2,localhost,accounts_password_pam_minlen,xccdf_org.ssgproject.content_rule_accounts_password_pam_minlen,compliance,localhost.localdomain,True,low,"This is a standard password policy hardening measure involving the configuration of the pam_pwquality module. Updating the minimum password length requirement is a common STIG requirement and does not impact existing user access or system availability, though it will affect future password changes.",False,authentication/authorization affected; Users with passwords shorter than the new minimum will be unable to change their passwords until they meet the new requirement,low,failed,,3,rpm -q libpwquality; sed -i 's/^minlen =.*/minlen = 14/' /etc/security/pwquality.conf,False,False,,62.30257821083069,62.205,ls /etc/security/pwquality.conf.d/,False,False,,135.28436303138733,30.716,find /etc/security/pwquality.conf.d/ -type f,False,False,,141.16696000099182,46.109,True,True,10,"The plan is effective and follows the best practice of using modular configuration files in /etc/security/pwquality.conf.d/. By using a high numerical prefix (99), it ensures that the hardening setting takes precedence over most other configurations in that directory, addressing previous concerns regarding overrides.","The value '14' is arbitrary; while it meets most hardening standards, it should be verified against specific organizational or compliance policies (e.g., NIST, STIG).",True,"The plan uses the standard modular configuration approach for pwquality by creating a new file in /etc/security/pwquality.conf.d/. Using the 99- prefix ensures the setting takes precedence. This is a non-destructive way to enforce password length requirements and will not impact system availability or existing users, though it will affect new password changes.",Users changing passwords will be required to meet the new minimum length requirement of 14 characters.,False,Approve,1.8822948932647705,141.18436789512634,13,0,125.285,50697,2136,52833,0.007445,0,0,0.0,0.0,11,50121,0.006989,120.397,1,1473,0.000253,3.01,1,1239,0.000202,1.879,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
accounts_password_pam_ocredit,Ensure PAM Enforces Password Requirements - Minimum Special Characters,2,localhost,accounts_password_pam_ocredit,xccdf_org.ssgproject.content_rule_accounts_password_pam_ocredit,compliance,localhost.localdomain,True,low,"This is a standard password policy hardening measure involving the modification of the pam_pwquality configuration. It affects future password changes but does not impact existing users or current authentication sessions, and it follows standard STIG hardening patterns for PAM.",False,authentication/authorization affected; New passwords will be subject to stricter complexity requirements,low,success,1,1,ls /etc/security/pwquality.conf.d/; sed -i 's/^#\?ocredit\s*=.*/ocredit = -1/' /etc/security/pwquality.conf,True,True,,161.2445571422577,69.284,,,,,,,,,,,,,True,True,9,The plan correctly addresses the vulnerability by ensuring the 'ocredit' parameter is set to -1 in the primary configuration file and removing conflicting overrides in the .d directory. This follows the logic required to enforce the special character requirement.,"Deleting all files in /etc/security/pwquality.conf.d/*.conf that contain 'ocredit' might remove other important settings if they exist in the same file, though the plan specifies deleting the lines specifically.",True,"The plan correctly implements the security requirement by ensuring the 'ocredit' parameter is set to -1 in /etc/security/pwquality.conf. It also proactively handles configuration precedence by removing potential overrides in the /etc/security/pwquality.conf.d/ directory. While changing password complexity requirements can affect future password changes, it does not affect existing users' ability to log in or disrupt critical system services.",Future password changes will require at least one special character.,False,Approve,2.4612200260162354,166.9663209915161,15,1,154.771,43987,1545,45532,0.006336,1,1158,0.000218,5.713,12,41514,0.005643,141.444,1,1385,0.000241,5.159,1,1475,0.000233,2.454,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
accounts_password_pam_ucredit,Ensure PAM Enforces Password Requirements - Minimum Uppercase Characters,2,localhost,accounts_password_pam_ucredit,xccdf_org.ssgproject.content_rule_accounts_password_pam_ucredit,compliance,localhost.localdomain,True,low,"This is a standard password policy hardening measure involving the modification of the pwquality configuration. While it affects password complexity for future changes, it does not lock out existing users or break system services.",False,authentication/authorization affected; Users may be unable to change their passwords if they do not meet the new complexity requirements,low,success,1,1,cp /etc/security/pwquality.conf /etc/security/pwquality.conf.bak; ls /etc/security/pwquality.conf.d/*.conf; sed -i 's/^ucredit.*/ucredit = -1/' /etc/security/pwquality.conf,True,True,,47.31992197036743,95.193,,,,,,,,,,,,,True,True,10,The plan is sound and directly addresses the vulnerability by ensuring that ucredit is set to a negative value in the main configuration file and removing conflicting overrides. This is the correct approach for managing libpwquality settings.,"Removing all ucredit lines in /etc/security/pwquality.conf.d/ might be aggressive if those files contain other important configurations, though specifically targeting ucredit as per the plan is correct.",True,"The plan correctly addresses the vulnerability by ensuring the ucredit parameter is set to require at least one uppercase character. Removing conflicting settings in the .d directory before applying the main configuration is a standard way to ensure the desired policy is enforced. While it changes password policy for new/changed passwords, it does not break existing authentication or system services.",Future password changes will require at least one uppercase character.,False,Approve,1.1736249923706055,49.85771608352661,15,0,33.239,46974,2032,49006,0.006919,1,1174,0.000225,2.525,12,45130,0.006244,26.635,1,1320,0.000234,2.908,1,1382,0.000216,1.17,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
logind_session_timeout,Configure Logind to terminate idle sessions after certain time of inactivity,2,localhost,logind_session_timeout,xccdf_org.ssgproject.content_rule_logind_session_timeout,compliance,localhost.localdomain,True,low,"The remediation involves editing a configuration file (/etc/systemd/logind.conf) to set a session timeout. This is a standard hardening practice that does not impact system boot, core networking, or filesystem integrity, and it follows standard STIG patterns for session management.",False,authentication/authorization affected; Active user sessions may be terminated if they become idle,low,failed,,3,"cp /etc/systemd/logind.conf /etc/systemd/logind.conf.bak; sed -i '/^#\s*IdleActionSec=/s/^#\s*//; s/IdleActionSec=.*/IdleActionSec=30min/' /etc/systemd/logind.conf && sed -i '/^#\s*IdleAction=/s/^#\s*//; s/IdleAction=.*/IdleAction=terminate/' /etc/systemd/logind.conf && sed -i '/^#\s*StopIdleSessionSec=/s/^#\s*//; s/StopIdleSessionSec=.*/StopIdleSessionSec=30min/' /etc/systemd/logind.conf; sed -i '/^#\s*StopIdleSessionSec=/s/^#\s*//; s/StopIdleSessionSec=.*/StopIdleSessionSec=30min/' /etc/systemd/logind.conf; grep ""StopIdleSessionSec"" /etc/systemd/logind.conf; sed -i '/^#\s*StopIdleSessionSec=/s/^#\s*//' /etc/systemd/logind.conf; sed -i '/^#\s*StopIdleSessionSec=/s/^#\s*//; s/StopIdleSessionSec=.*/StopIdleSessionSec=30min/' /etc/systemd/logind.conf; grep -n ""StopIdleSessionSec"" /etc/systemd/logind.conf; sed -i '/^#\s*StopIdleSessionSec=/s/^#\s*//; s/StopIdleSessionSec=.*/StopIdleSessionSec=30min/' /etc/systemd/logind.conf || echo ""StopIdleSessionSec=30min"" >> /etc/systemd/logind.conf; sed -i '/\[Login\]/a StopIdleSessionSec=30min' /etc/systemd/logind.conf",False,False,,82.78017377853394,77.703,"cp /etc/systemd/logind.conf /etc/systemd/logind.conf.bak; grep -n ""StopIdleSessionSec"" /etc/systemd/logind.conf; systemctl restart systemd-logind; grep ""StopIdleSessionSec"" /etc/systemd/logind.conf",False,False,,56.91736102104187,63.698,cp /etc/systemd/logind.conf /etc/systemd/logind.conf.orig; sed -i '/^#\s*StopIdleSessionSec=/s/^#\s*//; s/StopIdleSessionSec=.*/StopIdleSessionSec=30min/' /etc/systemd/logind.conf; systemctl reload-or-restart systemd-logind,False,False,,177.43354415893555,45.543,True,True,10,"The proposed plan is comprehensive and directly addresses the feedback from previous reviews. It includes a backup step, logic to handle the presence or absence of the [Login] section, and uses a graceful service reload command. It will effectively resolve the vulnerability.","Using 'sed' to append lines can be error-prone if the file structure is unconventional, but the logic provided (checking for the section first) mitigates this.",True,"The plan correctly addresses the vulnerability by modifying the systemd-logind configuration. It includes a backup of the original file, logical checks for the existence of the [Login] section, and uses 'systemctl reload-or-restart' which is the standard way to apply logind configuration changes. The timeout value of 30 minutes is a reasonable security hardening parameter.",Idle user sessions will be terminated after 30 minutes of inactivity,False,Approve,9.21748399734497,177.43991780281067,14,1,165.797,48495,1935,50430,0.007078,0,0,0.0,0.0,12,47141,0.006554,150.394,1,1790,0.00029,6.192,1,1499,0.000233,9.21,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
accounts_authorized_local_users,Only Authorized Local User Accounts Exist on Operating System,2,localhost,accounts_authorized_local_users,xccdf_org.ssgproject.content_rule_accounts_authorized_local_users,compliance,localhost.localdomain,False,medium,"The remediation involves deleting user accounts. While the rule is a standard security practice, automated deletion of accounts without verifying if they are required for specific services, cron jobs, or application dependencies can lead to service failure or loss of administrative access.",True,authentication/authorization affected; Accidental deletion of service accounts; Loss of administrative access if the primary admin account is misidentified; Disruption of application-specific local users,medium,requires_human_review,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.850602149963379,1,0,5.844,728,292,1020,0.000211,1,1020,0.000211,5.844,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it,google/gemma-4-26b-a4b-it
